variant,ma_len,rsi_period,slope_lookback,dist_below_ma_pct,rsi_cross_level,tp_pct,sl_pct,atr_mult,time_stop,be_trigger_pct,allow_breakeven,fees_bps,slip_bps,capital_per_trade,name,description
base,215,14,5,0.03,30.0,0.09,0.09000000000000001,2.25,30,0.06,False,10.0,5.0,1000.0,default,
