variant,ma_len,rsi_period,slope_lookback,dist_below_ma_pct,rsi_cross_level,tp_pct,sl_pct,atr_mult,time_stop,be_trigger_pct,allow_breakeven,fees_bps,slip_bps,capital_per_trade,name,description
base,225,14,5,0.03,30.0,0.13999999999999996,0.12999999999999995,2.0,15,0.060000000000000005,False,10.0,5.0,1000.0,default,
