Data;Operacao;Status;Previsao;Valor Atual;Preco;Quantidade;Custo;Capital
2024-05-09;Venda;Saida;60686.57;61377.11;61193.03;-2;0.00;155810.37
2024-05-10;Compra;Entrada;62347.54;62905.99;63074.00;2;0.00;155474.35
2024-05-11;Venda;Saida;60263.88;60868.00;60799.99;-2;0.00;151262.35
2024-05-12;Compra;Entrada;60321.32;61016.97;60825.99;2;0.00;151644.31
2024-05-13;Venda;Saida;60736.21;61718.19;61484.00;-2;0.00;152578.37
2024-05-14;Compra;Entrada;62239.58;62965.54;62940.09;2;0.00;152629.27
2024-05-15;Venda;Saida;61066.02;61733.07;61577.49;-2;0.00;149853.17
2024-05-16;Compra;Entrada;65535.83;66212.76;66206.51;2;0.00;149865.67
2024-05-17;Venda;Saida;64821.50;65414.26;65235.21;-2;0.00;147910.57
2024-05-18;Compra;Entrada;66302.65;66806.62;67024.00;2;0.00;147475.81
2024-05-19;Venda;Saida;66462.04;66940.00;66915.20;-2;0.00;147692.97
2024-05-20;Compra;Entrada;65837.27;66201.99;66274.00;2;0.00;147548.95
2024-05-21;Venda;Saida;69719.55;71447.16;71446.62;-2;0.00;158038.21
2024-05-22;Compra;Entrada;69679.38;70260.00;70148.34;2;0.00;158261.53
2024-05-23;Venda;Saida;68819.57;69355.30;69166.62;-2;0.00;156074.77
2024-05-24;Compra;Entrada;67337.18;67766.12;67969.66;2;0.00;155667.69
2024-05-25;Venda;Saida;68307.57;68643.06;68549.99;-2;0.00;157235.43
2024-05-26;Compra;Entrada;68747.04;69189.99;69290.56;2;0.00;157034.29
2024-05-27;Venda;Saida;68104.90;68566.19;68507.67;-2;0.00;155669.65
2024-05-28;Compra;Entrada;69147.34;69313.99;69436.43;2;0.00;155424.77
2024-05-29;Venda;Saida;68071.59;68389.99;68398.40;-2;0.00;153593.59
2024-05-30;Compra;Entrada;67256.91;67730.49;67652.41;2;0.00;153749.75
2024-05-31;Venda;Saida;67926.85;68330.01;68352.17;-2;0.00;154993.11
2024-06-01;Compra;Entrada;67091.80;67559.73;67540.01;2;0.00;155032.55
2024-06-02;Venda;Saida;67330.41;67796.95;67766.84;-2;0.00;155446.77
2024-06-03;Compra;Entrada;67417.62;67665.40;67765.62;2;0.00;155246.33
2024-06-04;Venda;Saida;68536.48;68784.01;68809.89;-2;0.00;157535.31
2024-06-05;Compra;Entrada;70132.02;70624.01;70537.83;2;0.00;157707.67
2024-06-06;Venda;Saida;70711.43;71152.00;71108.00;-2;0.00;158675.65
2024-06-07;Compra;Entrada;70409.00;70835.59;70799.06;2;0.00;158748.71
2024-06-08;Venda;Saida;68944.73;69457.29;69355.60;-2;0.00;155788.73
2024-06-09;Compra;Entrada;68926.54;69276.23;69310.46;2;0.00;155720.27
2024-06-10;Venda;Saida;69255.05;69500.00;69648.15;-2;0.00;156464.11
2024-06-11;Compra;Entrada;69101.87;69490.20;69540.00;2;0.00;156364.51
2024-06-12;Venda;Saida;66968.77;67232.00;67314.23;-2;0.00;152012.57
2024-06-13;Compra;Entrada;67791.11;68185.03;68263.98;2;0.00;151854.67
2024-06-14;Venda;Saida;66414.29;66784.96;66773.01;-2;0.00;149030.63
2024-06-15;Compra;Entrada;65566.84;66116.58;66043.99;2;0.00;149175.81
2024-06-16;Venda;Saida;65676.40;66251.09;66228.25;-2;0.00;149399.15
2024-06-17;Compra;Entrada;66196.65;66753.29;66676.86;2;0.00;149552.01
2024-06-18;Venda;Saida;66140.70;66342.89;66504.33;-2;0.00;149054.09
2024-06-19;Compra;Entrada;64718.89;64891.02;65175.32;2;0.00;148485.49
2024-06-20;Venda;Saida;64445.89;64900.50;64974.37;-2;0.00;148652.19
2024-06-21;Compra;Entrada;64550.68;64838.61;64869.99;2;0.00;148589.43
2024-06-22;Venda;Saida;63611.68;64068.24;64143.56;-2;0.00;147199.33
2024-06-23;Compra;Entrada;63782.14;64349.74;64262.01;2;0.00;147374.79
2024-06-24;Venda;Saida;63121.86;63108.21;63210.01;-2;0.00;145095.33
2024-06-25;Compra;Entrada;59568.94;60378.81;60293.30;2;0.00;145266.35
2024-06-26;Venda;Saida;61314.23;61839.16;61806.01;-2;0.00;148120.75
2024-06-27;Compra;Entrada;60327.01;60845.99;60864.98;2;0.00;148082.77
2024-06-28;Venda;Saida;60993.57;61541.92;61706.46;-2;0.00;149803.71
2024-06-29;Compra;Entrada;59775.68;60657.95;60427.84;2;0.00;150263.93
2024-06-30;Venda;Saida;60394.77;61020.79;60986.68;-2;0.00;150921.39
2024-07-01;Compra;Entrada;62102.03;62720.02;62772.01;2;0.00;150817.41
2024-07-02;Venda;Saida;62428.63;62988.00;62900.00;-2;0.00;151177.37
2024-07-03;Compra;Entrada;61523.18;62248.00;62135.46;2;0.00;151402.45
2024-07-04;Venda;Saida;59669.45;60365.72;60208.57;-2;0.00;147323.59
2024-07-05;Compra;Entrada;57527.23;57050.00;57050.02;2;0.00;147323.55
2024-07-06;Venda;Saida;55899.60;56391.09;56628.79;-2;0.00;146481.13
2024-07-07;Compra;Entrada;57439.11;58094.01;58230.13;2;0.00;146208.89
2024-07-08;Venda;Saida;55790.56;55986.01;55857.81;-2;0.00;141736.49
2024-07-09;Compra;Entrada;56070.86;56416.01;56714.61;2;0.00;141139.29
2024-07-10;Venda;Saida;57277.49;57620.01;58050.00;-2;0.00;144407.27
2024-07-11;Compra;Entrada;57061.98;57497.55;57725.85;2;0.00;143950.67
2024-07-12;Venda;Saida;56715.70;57488.00;57339.89;-2;0.00;143635.35
2024-07-13;Compra;Entrada;57043.26;57818.86;57889.09;2;0.00;143494.89
2024-07-14;Venda;Saida;58376.08;59390.00;59204.01;-2;0.00;146265.19
2024-07-15;Compra;Entrada;60412.39;60970.00;60797.91;2;0.00;146609.37
2024-07-16;Venda;Saida;63732.61;64576.11;64724.06;-2;0.00;154117.49
2024-07-17;Compra;Entrada;64165.02;65220.00;65044.00;2;0.00;154469.49
2024-07-18;Venda;Saida;63772.93;64132.00;64087.99;-2;0.00;152205.47
2024-07-19;Compra;Entrada;63491.24;63676.26;63987.92;2;0.00;151582.15
2024-07-20;Venda;Saida;66304.19;66442.00;66660.01;-2;0.00;157549.65
2024-07-21;Compra;Entrada;66651.98;67180.00;67139.97;2;0.00;157629.71
2024-07-22;Venda;Saida;67607.58;68220.01;68165.35;-2;0.00;159600.41
2024-07-23;Compra;Entrada;67179.66;67576.00;67532.00;2;0.00;159688.41
2024-07-24;Venda;Saida;65411.89;65990.01;65936.00;-2;0.00;156408.41
2024-07-25;Compra;Entrada;64917.52;65539.26;65376.01;2;0.00;156734.91
2024-07-26;Venda;Saida;65272.23;65982.00;65799.95;-2;0.00;157256.29
2024-07-27;Compra;Entrada;67463.55;67924.01;67908.00;2;0.00;157288.31
2024-07-29;Venda;Saida;67640.30;68844.00;68249.88;-2;0.00;157940.05
2024-07-30;Compra;Entrada;66785.30;66294.05;66784.68;2;0.00;156958.79
2024-07-31;Venda;Saida;65769.70;66019.93;66188.00;-2;0.00;156746.69
2024-08-01;Compra;Entrada;64289.76;64566.00;64628.01;2;0.00;156622.67
2024-08-02;Venda;Saida;64775.78;65208.03;65354.02;-2;0.00;158198.71
2024-08-03;Compra;Entrada;61160.48;61552.47;61498.34;2;0.00;158306.97
2024-08-04;Venda;Saida;60039.19;60633.99;60697.99;-2;0.00;156598.01
2024-08-05;Compra;Entrada;58037.74;57410.00;58161.00;2;0.00;155096.01
2024-08-06;Venda;Saida;53895.29;55625.55;54018.82;-2;0.00;148313.65
2024-08-07;Compra;Entrada;55489.34;55948.01;56022.00;2;0.00;148165.67
2024-08-08;Venda;Saida;54501.52;54893.98;55133.76;-2;0.00;146537.17
2024-08-09;Compra;Entrada;60936.28;61548.00;61686.00;2;0.00;146261.17
2024-08-10;Venda;Saida;60104.61;60976.00;60837.99;-2;0.00;144841.15
2024-08-11;Compra;Entrada;60348.79;61039.99;60923.51;2;0.00;145074.11
2024-08-12;Venda;Saida;58249.01;58650.63;58712.59;-2;0.00;140419.31
2024-08-13;Compra;Entrada;58472.76;59654.51;59346.64;2;0.00;141035.05
2024-08-14;Venda;Saida;60042.45;60615.01;60587.16;-2;0.00;142900.35
2024-08-15;Compra;Entrada;58351.52;58898.00;58683.39;2;0.00;143329.57
2024-08-16;Venda;Saida;56864.54;57402.23;57541.05;-2;0.00;140615.67
2024-08-17;Compra;Entrada;58394.50;58932.27;58874.59;2;0.00;140731.03
2024-08-18;Venda;Saida;58680.89;59553.65;59491.99;-2;0.00;141850.47
2024-08-19;Compra;Entrada;58658.94;58432.62;58427.35;2;0.00;141861.01
2024-08-20;Venda;Saida;58583.59;60293.97;59438.50;-2;0.00;143872.77
2024-08-21;Compra;Entrada;58711.64;59183.99;59013.80;2;0.00;144213.15
2024-08-22;Venda;Saida;60660.75;61042.02;61156.03;-2;0.00;148157.23
2024-08-23;Compra;Entrada;59889.44;60679.98;60375.83;2;0.00;148765.53
2024-08-24;Venda;Saida;63771.07;63888.02;64037.24;-2;0.00;155480.05
2024-08-25;Compra;Entrada;63325.61;64339.88;64157.02;2;0.00;155845.77
2024-08-26;Venda;Saida;63987.58;64290.01;64219.99;-2;0.00;155605.99
2024-08-27;Compra;Entrada;62519.80;62948.00;62834.00;2;0.00;155833.99
2024-08-28;Venda;Saida;59053.93;59136.00;59415.00;-2;0.00;148767.99
2024-08-29;Compra;Entrada;58493.71;59075.10;59034.90;2;0.00;148848.39
2024-08-30;Venda;Saida;58587.01;59324.00;59359.00;-2;0.00;149416.19
2024-08-31;Compra;Entrada;58587.60;59374.50;59123.99;2;0.00;149917.21
2024-09-01;Venda;Saida;58392.16;58961.41;58974.00;-2;0.00;149116.21
2024-09-02;Compra;Entrada;56987.76;57522.00;57301.77;2;0.00;149556.67
2024-09-03;Venda;Saida;58561.45;59129.04;59132.12;-2;0.00;152776.91
2024-09-04;Compra;Entrada;57287.61;57808.01;57487.74;2;0.00;153417.45
2024-09-05;Venda;Saida;57428.43;58250.00;57970.90;-2;0.00;153743.23
2024-09-06;Compra;Entrada;55411.80;56250.00;56180.00;2;0.00;153883.23
2024-09-07;Venda;Saida;53062.54;53940.01;53962.97;-2;0.00;149309.17
2024-09-08;Compra;Entrada;53240.11;54068.37;54160.86;2;0.00;149124.19
2024-09-09;Venda;Saida;54109.06;55020.01;54869.95;-2;0.00;150727.35
2024-09-10;Compra;Entrada;56659.52;56632.01;57042.01;2;0.00;149907.35
2024-09-11;Venda;Saida;56967.23;57513.60;57635.99;-2;0.00;151915.31
2024-09-12;Compra;Entrada;56734.93;57621.10;57338.00;2;0.00;152481.51
2024-09-13;Venda;Saida;57449.81;58086.01;58132.31;-2;0.00;153503.93
2024-09-14;Compra;Entrada;59798.45;60490.50;60497.99;2;0.00;153488.95
2024-09-15;Venda;Saida;59407.77;60069.99;59993.02;-2;0.00;152493.99
2024-09-16;Compra;Entrada;58723.38;58880.49;59132.00;2;0.00;151990.97
2024-09-17;Venda;Saida;57421.59;58198.00;58213.99;-2;0.00;150657.97
2024-09-18;Compra;Entrada;59538.75;60080.00;60313.99;2;0.00;150189.99
2024-09-19;Venda;Saida;60195.83;62237.70;61759.98;-2;0.00;153549.95
2024-09-20;Compra;Entrada;62304.30;62786.50;62948.00;2;0.00;153226.95
2024-09-21;Venda;Saida;62645.82;63120.65;63201.05;-2;0.00;154056.05
2024-09-22;Compra;Entrada;62642.49;63154.69;63348.97;2;0.00;153667.49
2024-09-23;Venda;Saida;62801.06;63192.01;63578.76;-2;0.00;154515.63
