generation,best_fitness,avg_fitness,worst_fitness,std_fitness,mutation_rate
0,25.234129092288235,16.516967515075372,10.10361475723995,3.6926504916673264,0.25
1,22.68606980675472,19.848955915963764,13.1303845992842,2.5470506788354017,0.225
2,22.343043521758293,18.527346312586637,11.610746334973847,3.0575989183249366,0.2
3,24.872058114534777,19.89579922765275,10.995179094369641,4.045306661761264,0.175
4,24.872058114534777,21.73717482360177,16.90515104765276,2.384496791551059,0.15
5,25.44943256182103,22.32139935164085,16.86229161742925,2.020385450510465,0.125
6,25.53294668094248,23.169569247533644,18.979456778789093,2.148360525026705,0.1
7,25.529902919828526,23.29429734733094,17.15682456394756,2.584972538414022,0.07500000000000001
8,25.529902919828526,23.87094742665819,17.759916239127907,2.584391371403874,0.04999999999999999
9,26.010887282286706,24.82039483492429,18.323921510376557,1.8114447939657006,0.024999999999999994
10,26.010887282286706,25.549965917002545,23.978774612194318,0.407653862973259,0.0
