entry_date,exit_date,entry_px,exit_px,shares,pnl,pnl_pct,reason,bars_held
2021-05-24,2021-05-24,34733.479500719994,38149.574462604,0.028790665789163762,98.35164835164863,0.09835164835164867,tp,1
2021-05-29,2021-06-03,35715.300515894996,39227.95919300775,0.02799920441814434,98.35164835164849,0.09835164835164845,tp,6
2021-06-05,2021-06-08,36884.412139575,33146.22671344125,0.027111723950374516,-101.34865134865136,-0.10134865134865134,stop,4
2021-06-10,2021-06-15,37444.15076902499,41126.84471828625,0.02670644091165321,98.35164835164859,0.09835164835164867,tp,6
2021-06-18,2021-06-20,38150.128501485,34283.66442908175,0.026212231499064934,-101.34865134865137,-0.10134865134865134,stop,3
2021-06-22,2021-06-23,31661.55698705999,34775.523306117,0.031584043716128614,98.3516483516487,0.09835164835164867,tp,2
2021-06-25,2021-06-26,34715.09195154,31196.764200807007,0.028805915346441675,-101.3486513486512,-0.10134865134865123,stop,2
2021-06-28,2021-07-15,34754.56108624499,31232.233191939744,0.02877320181136673,-101.34865134865127,-0.10134865134865123,stop,18
2021-07-17,2021-07-25,31430.95148193,34522.23736943851,0.031815772442489086,98.3516483516487,0.09835164835164867,tp,9
2021-07-27,2021-07-30,37297.210615665,40965.45275863425,0.02681165651513884,98.35164835164849,0.09835164835164845,tp,4
2021-08-02,2021-08-07,39910.06533013499,43835.28604117575,0.02505633583227757,98.35164835164868,0.09835164835164867,tp,6
2021-09-21,2021-10-01,43081.18646831999,47318.29217042399,0.023211988386980846,98.35164835164845,0.09835164835164845,tp,11
2022-01-06,2022-01-10,43516.33843557,39869.65859980636,0.0229798745930932,-83.80024530701007,-0.08380024530701002,stop,5
2022-01-12,2022-01-21,42793.405299645,39345.22397667358,0.023368086577776875,-80.57739969106927,-0.08057739969106925,stop,10
2022-01-23,2022-01-26,35124.04466570999,38578.5523553595,0.02847052523470495,98.35164835164862,0.09835164835164867,tp,4
2022-01-28,2022-02-04,37215.868745055,40876.110780969764,0.026870258137743283,98.35164835164876,0.09835164835164867,tp,8
2022-02-06,2022-02-10,41444.694591299994,45520.84861978501,0.02412854069408243,98.35164835164866,0.09835164835164867,tp,5
2022-02-12,2022-02-20,42437.31178186499,39168.86847632694,0.02356416931261269,-77.01815144037411,-0.07701815144037416,stop,9
2022-02-22,2022-02-28,37063.69074408,40708.96582275601,0.026980583420708717,98.35164835164856,0.09835164835164867,tp,7
2022-03-02,2022-03-04,44487.85401059999,40640.77850324546,0.022478045350574405,-86.47473772139915,-0.08647473772139913,stop,3
2022-03-06,2022-03-24,39457.086653984996,43337.75616555826,0.02534398975700869,98.35164835164875,0.09835164835164867,tp,19
2023-09-06,2023-10-02,25830.811061055,28371.31390716976,0.03871345725987271,98.35164835164872,0.09835164835164867,tp,27
2024-08-06,2024-08-08,54099.875239409994,59420.68714482451,0.018484330981812184,98.3516483516486,0.09835164835164867,tp,3
2024-08-16,2024-08-23,57627.39034552499,63295.139176211254,0.017352859360872556,98.35164835164863,0.09835164835164867,tp,8
2024-09-02,2024-09-06,57387.75130588499,53538.4139930974,0.01742532120957059,-67.07593911930904,-0.06707593911930909,stop,5
2024-09-08,2024-09-13,54242.12837042999,59576.931105763506,0.018435854750588076,98.3516483516486,0.09835164835164867,tp,6
2024-09-16,2024-09-26,59220.72756599999,65045.183738700005,0.01688597964092092,98.35164835164869,0.09835164835164867,tp,11
2024-10-03,2024-10-15,60740.27422963499,66714.18032145075,0.01646354108016363,98.35164835164858,0.09835164835164867,tp,13
2025-04-07,2025-04-15,78547.68421499999,86272.97843175002,0.012731120083219886,98.35164835164875,0.09835164835164867,tp,9
