capital
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10000.0
10050.229679299948
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10035.894864645838
10062.688263568263
10048.337407351388
10048.337407351388
10048.337407351388
10048.337407351388
10048.337407351388
10048.337407351388
10048.337407351388
10048.337407351388
10048.337407351388
10048.337407351388
10048.337407351388
10001.551574676994
9931.69515905577
9976.67953561603
9992.34113213962
9919.91763847003
9888.691262564991
9949.344354556353
9973.218322784316
9959.002541898572
9959.002541898572
9959.002541898572
9959.002541898572
9947.15366501924
9977.31343285674
9987.273739221677
9973.030311617196
9973.030311617196
9973.030311617196
9973.030311617196
9973.030311617196
9973.030311617196
9973.030311617196
9973.030311617196
9973.030311617196
9973.030311617196
9973.030311617196
10016.288449637621
10002.002546223997
10002.002546223997
10002.002546223997
9941.382764044904
10001.984968505052
9987.722644083007
9987.722644083007
9987.722644083007
9987.722644083007
9972.34081997464
9987.024870524776
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9972.783928476065
9886.118828071963
9832.144918912372
9790.932249360389
9793.550161074067
9845.967435160783
9831.936909986773
9853.117768973161
9839.066162508485
9809.17211680804
9800.224801602011
9811.755293294944
9797.91726014807
9747.69540265048
9720.853457032392
9734.420184492374
9724.318377001695
9709.309977301258
9695.454626770113
9681.08264094159
9749.427141077455
9762.4137361644
9754.821506277476
9751.158879504428
9774.248725197409
9765.963799939696
9783.246549440892
9791.734953963773
9806.57450916758
9785.793648043898
9789.83437104017
9802.90178058704
9802.246606215504
9815.846525328669
9826.20232112197
9846.112983686098
9805.132836927125
9827.35969963733
9745.675041152346
9709.284001224853
9571.922509197315
9560.75423945869
9560.596939884908
9560.956275608505
9528.631934753688
9605.981474709815
9584.336187488003
9567.594606245237
9625.895023504656
9635.13384801256
9656.489069047853
9828.22123950475
9814.207489745922
9814.207489745922
9814.207489745922
9814.207489745922
9814.207489745922
9814.207489745922
9814.207489745922
9814.207489745922
9766.338277643305
9764.326552532453
9666.97542666499
9722.96054468565
9735.60813553245
9758.753743713603
9744.842332097525
9744.842332097525
9744.842332097525
9744.842332097525
9687.699842555441
9775.254849139095
9761.313592275137
9761.313592275137
9771.663823620062
9810.08943947165
9796.097159608498
9796.097159608498
9796.097159608498
9796.097159608498
9796.097159608498
9796.097159608498
9796.097159608498
9830.876037711174
9816.855146691862
9816.855146691862
9816.855146691862
9816.855146691862
9758.302804186733
9840.955002153807
9793.136509704731
9824.922524268797
9814.978048894665
9794.022037342676
9791.719665484017
9764.539870516666
9764.798149411066
9725.47629464808
9711.963142893026
9723.770178065639
9581.916029863693
9630.051836383034
9631.064289649086
9541.35148464879
9597.297644934813
9557.928562031137
9565.9189730842
9503.864147975748
9512.899481641589
9534.857615303854
9529.469179626953
9550.797112786879
9593.940019307602
9616.618382115395
9603.614408752159
9567.952734892684
9568.903201224079
9586.80561830455
9595.383429357453
9606.567643424709
9595.93245649298
9582.0857559943
9585.500940917978
9577.314237905168
9568.283331877516
9593.004311770172
9586.510442425235
9605.699826339523
9613.666623322242
9620.070464023987
9650.56508411605
9632.368967035658
9615.735806236242
9633.14823135705
9638.746241908266
9630.493124322611
9568.15197861122
9466.522923362967
9488.481057025232
9471.394801251066
9448.60574748853
9421.8037776467
9424.165184681224
9372.800154042174
9329.862394757576
9373.09975755968
9422.80442387758
9395.233520870135
9409.140732424075
9432.430109302051
9423.874436440097
9429.749912317868
9458.110410802481
9439.808030405537
9430.362402267448
9447.041315328159
9415.013256543052
9446.53656457453
9484.676239940858
9467.696247483245
9446.30337562987
9445.270260052266
9449.551786181735
9420.050432923568
9435.895474125213
9453.682772612752
9457.359188189625
9457.7576756267
9424.706832419766
9391.98953795646
9400.678039964107
9420.240821365727
9433.609336939915
9441.28538568151
9437.13816457713
9456.636007285302
9479.053139439902
9469.031918337147
9466.74578115185
9493.531516320316
9469.321190698876
9458.111886681878
9389.92478268065
9275.795028943394
9236.4333254367
9201.899223436209
9183.71491339099
