Date;Close;SMA_200;Sinal
2018-05-27 00:00:00+00:00;562.8660278320312;666.3189697265625;Compra
2018-05-28 00:00:00+00:00;512.552001953125;667.3464497375488;Compra
2018-05-29 00:00:00+00:00;516.1480102539062;668.4544798278808;Compra
2018-05-30 00:00:00+00:00;545.4310302734375;669.6906750488281;Compra
2018-05-31 00:00:00+00:00;557.0659790039062;670.9834399414062;Compra
2018-06-01 00:00:00+00:00;567.6649780273438;672.2866398620605;Compra
2018-06-02 00:00:00+00:00;577.322021484375;673.589434967041;Compra
2018-06-03 00:00:00+00:00;591.2589721679688;674.8966648864746;Compra
2018-06-04 00:00:00+00:00;583.7470092773438;676.1973699951172;Compra
2018-06-05 00:00:00+00:00;580.9819946289062;677.4646649169922;Compra
2018-06-06 00:00:00+00:00;596.39599609375;678.8082098388672;Compra
2018-06-07 00:00:00+00:00;601.6929931640625;680.0929748535157;Compra
2018-06-08 00:00:00+00:00;595.593017578125;681.3044949340821;Compra
2018-06-09 00:00:00+00:00;597.56201171875;682.5388400268555;Compra
2018-06-10 00:00:00+00:00;511.8890075683594;683.2975500488282;Compra
2018-06-11 00:00:00+00:00;515.2689819335938;683.9934548950196;Compra
2018-06-12 00:00:00+00:00;491.2349853515625;684.43583984375;Compra
2018-06-13 00:00:00+00:00;459.0039978027344;684.4255947875977;Compra
2018-06-14 00:00:00+00:00;467.46600341796875;684.5048948669433;Compra
2018-06-15 00:00:00+00:00;487.468994140625;684.5998149108887;Compra
2018-06-16 00:00:00+00:00;488.85101318359375;684.7123350524903;Compra
2018-06-17 00:00:00+00:00;498.64801025390625;685.0802200317382;Compra
2018-06-18 00:00:00+00:00;494.0660095214844;685.5443350219726;Compra
2018-06-19 00:00:00+00:00;516.31201171875;685.9843350219727;Compra
2018-06-20 00:00:00+00:00;519.3690185546875;686.2979150390624;Compra
2018-06-21 00:00:00+00:00;524.2589721679688;686.6599499511718;Compra
2018-06-22 00:00:00+00:00;456.87701416015625;686.6777749633789;Compra
2018-06-23 00:00:00+00:00;462.39300537109375;686.7014399719238;Compra
2018-06-24 00:00:00+00:00;426.468994140625;686.7327349853516;Compra
2018-06-25 00:00:00+00:00;448.89599609375;686.9051599121094;Compra
2018-06-26 00:00:00+00:00;432.7720031738281;686.9571849060059;Compra
2018-06-27 00:00:00+00:00;424.8389892578125;686.8001148986816;Compra
2018-06-28 00:00:00+00:00;419.6830139160156;686.7509599304199;Compra
2018-06-29 00:00:00+00:00;407.9469909667969;686.5951748657227;Compra
2018-06-30 00:00:00+00:00;436.2090148925781;686.25375;Compra
2018-07-01 00:00:00+00:00;446.385009765625;685.496685180664;Compra
2018-07-02 00:00:00+00:00;447.1109924316406;684.4072950744629;Compra
2018-07-03 00:00:00+00:00;462.5820007324219;683.6149002075196;Compra
2018-07-04 00:00:00+00:00;455.18499755859375;682.4868951416015;Compra
2018-07-05 00:00:00+00:00;464.6289978027344;681.3288551330567;Compra
2018-07-06 00:00:00+00:00;457.614990234375;680.1707749938964;Compra
2018-07-07 00:00:00+00:00;466.83599853515625;678.5782450866699;Compra
2018-07-08 00:00:00+00:00;488.4169921875;677.2403099060059;Compra
2018-07-09 00:00:00+00:00;475.17498779296875;675.6527397155762;Compra
2018-07-10 00:00:00+00:00;433.9599914550781;675.1037295532227;Compra
2018-07-11 00:00:00+00:00;429.5069885253906;673.8526094055176;Compra
2018-07-12 00:00:00+00:00;422.80999755859375;672.892049407959;Compra
2018-07-13 00:00:00+00:00;430.7409973144531;671.5514044189454;Compra
2018-07-14 00:00:00+00:00;431.4739990234375;669.9040994262696;Compra
2018-07-15 00:00:00+00:00;433.9209899902344;668.381639251709;Compra
2018-07-16 00:00:00+00:00;446.7980041503906;667.1096942138672;Compra
2018-07-17 00:00:00+00:00;468.9150085449219;665.8062294006347;Compra
2018-07-18 00:00:00+00:00;474.3590087890625;664.751869354248;Compra
2018-07-19 00:00:00+00:00;465.1419982910156;663.5269842529297;Compra
2018-07-20 00:00:00+00:00;443.6929931640625;662.0354290771485;Compra
2018-07-21 00:00:00+00:00;445.7760009765625;660.4025790405274;Compra
2018-07-22 00:00:00+00:00;458.1189880371094;658.3509190368652;Compra
2018-07-23 00:00:00+00:00;449.7279968261719;655.8691290283203;Compra
2018-07-24 00:00:00+00:00;450.56500244140625;653.3403289794921;Compra
2018-07-25 00:00:00+00:00;466.4739990234375;650.6995889282226;Compra
2018-07-26 00:00:00+00:00;461.42401123046875;647.7916589355468;Compra
2018-07-27 00:00:00+00:00;458.2909851074219;645.0028639221191;Compra
2018-07-28 00:00:00+00:00;462.989013671875;641.5903590393067;Compra
2018-07-29 00:00:00+00:00;462.7120056152344;637.7709191894531;Compra
2018-07-30 00:00:00+00:00;448.6409912109375;634.3382739257812;Compra
2018-07-31 00:00:00+00:00;430.4440002441406;630.8900440979004;Compra
2018-08-01 00:00:00+00:00;410.4639892578125;626.5900141906739;Compra
2018-08-02 00:00:00+00:00;410.3089904785156;622.2105093383789;Compra
2018-08-03 00:00:00+00:00;399.9100036621094;617.7570594787597;Compra
2018-08-04 00:00:00+00:00;403.7760009765625;615.3982145690918;Compra
2018-08-05 00:00:00+00:00;402.4320068359375;613.5057646179199;Compra
2018-08-06 00:00:00+00:00;403.31500244140625;610.6835447692871;Compra
2018-08-07 00:00:00+00:00;376.0769958496094;607.5453796386719;Compra
2018-08-08 00:00:00+00:00;353.7340087890625;604.0892999267578;Compra
2018-08-09 00:00:00+00:00;353.614013671875;600.7498699951171;Compra
2018-08-10 00:00:00+00:00;329.58599853515625;597.7440948486328;Compra
2018-08-11 00:00:00+00:00;308.4880065917969;594.6838349914551;Compra
2018-08-12 00:00:00+00:00;318.60198974609375;591.4478050231934;Compra
2018-08-13 00:00:00+00:00;284.9339904785156;587.6987750244141;Compra
2018-08-14 00:00:00+00:00;254.64999389648438;583.9881050109864;Compra
2018-08-15 00:00:00+00:00;280.1189880371094;580.178099975586;Compra
2018-08-16 00:00:00+00:00;280.9280090332031;576.0238398742675;Compra
2018-08-17 00:00:00+00:00;287.34600830078125;571.615170135498;Compra
2018-08-18 00:00:00+00:00;286.5509948730469;567.7530752563476;Compra
2018-08-19 00:00:00+00:00;291.3320007324219;564.0372352600098;Compra
2018-08-20 00:00:00+00:00;273.510986328125;560.4806953430176;Compra
2018-08-21 00:00:00+00:00;273.33099365234375;558.0574504089356;Compra
2018-08-22 00:00:00+00:00;264.99798583984375;555.1439903259277;Compra
2018-08-23 00:00:00+00:00;271.0899963378906;552.4741201782226;Compra
2018-08-24 00:00:00+00:00;273.8599853515625;550.6204251098633;Compra
2018-08-25 00:00:00+00:00;278.47100830078125;549.1406851196289;Compra
2018-08-26 00:00:00+00:00;272.4440002441406;546.8857402038574;Compra
2018-08-27 00:00:00+00:00;273.6499938964844;544.4747750854492;Compra
2018-08-28 00:00:00+00:00;283.5719909667969;541.9484651184082;Compra
2018-08-29 00:00:00+00:00;287.2869873046875;539.2570149230957;Compra
2018-08-30 00:00:00+00:00;275.21099853515625;536.6919599914551;Compra
2018-08-31 00:00:00+00:00;278.51300048828125;533.9969850158691;Compra
2018-09-01 00:00:00+00:00;283.4960021972656;531.2702801513672;Compra
2018-09-02 00:00:00+00:00;290.9259948730469;528.5035151672363;Compra
