name;final_capital;return_pct;annual_return
Agressiva TP 3%;127904.31;27.90431;137.34648519725127
Moderada TP 2%;115150.78;15.15078;64.12338862245184
Moderada Plus TP 2.5%;113778.35;13.778350000000007;57.35570878385592
Conservadora TP 1.5%;104242.54;4.242539999999993;15.71091669548872
Day Trade TP 1%;103726.84;3.7268399999999966;13.712973345895762
Swing Trade TP 5%;88092.45;-11.907550000000002;-35.93458915832789
